"Cliente.x","Rut","Folio","Emisión","Vencimiento","Neto","Impuestos","Total","Monto Pagado","Notas de credito","Notas de debito","Monto Por Pagar","Moneda","Tipo","Estado","Cesión de documento","Fecha de Cesión","Factoring","Compromiso de pago","Fecha proyectada de pago","Pago","Dias de vencida","Extrajudicial","XML","División","Orden de compra","Etiquetas","Nota","Glosa","Id Externo Cliente","Plazo de pago","FechaPago","Dias_Mora","Cliente.y","Giro","Comuna","Dirección","Ciudad","Unidad","Precio Base","CRUT","MRUT","PCRUT","PMRUT","CCRN","CMRN","PCCRN","PCMRN"
"AD",30,665,2023-10-03,2023-11-02,179546,34114,213660,213660,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","19/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 4,96. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 179546 MontoItem: 179546",NA,30,2023-10-19,0,"AD","FABRICACION DE OTROS TIPOS DE MAQUINARIA","CURICO","LONGITUDINAL SUR KM 186","CURICO","UF","4.96",30,15,0.1018,"0.12720000000000001",0,0,0,"0"
"AC",29,664,2023-10-03,2023-11-02,106786,20289,127075,127075,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","23/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 2,95. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 106786 MontoItem: 106786",NA,30,2023-10-23,0,"AC","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","PROVIDENCIA","VIEJA 202 OFICINA 603","SANTIAGO","UF","2.95",30,5,0.08,"0.11",0,0,0,"0"
"AB",28,662,2023-10-03,2023-11-02,261934,49767,311701,311701,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","13/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 7,236. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 261934 MontoItem: 261934",NA,30,2023-10-13,0,"AB","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","LAS CONDES","AVDA. EL BOSQUE NORTE 0177, OFICINA 802","SANTIAGO","UF","4.66",350,0,0.0133,"0",0,0,0,"0"
"Z",26,661,2023-10-03,2023-11-02,14479,2751,17230,17230,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","07/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 0,4. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 14479 MontoItem: 14479",NA,30,2023-11-07,0,"Z","VENTA AL POR MAYOR DE OTROS TIPOS DE MAQ","HUECHURABA","PALACIO RIESCO 4441","SANTIAGO","UF","0.4",5,0,0.08,"0",0,0,0,"0"
"Y",25,660,2023-10-03,2023-11-02,122352,23247,145599,145599,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","10/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 3,38. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 122352 MontoItem: 122352",NA,30,2023-10-10,0,"Y","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","PROVIDENCIA","FIDEL OTEIZA 1971, OFICINA 301","SANTIAGO","UF","3.38",10,40,0.052,"7.1999999999999995E-2",0,0,0,"0"
"DX",128,658,2023-10-03,2023-11-02,989456,187997,1177453,1177453,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","30/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 27,334. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 989456 MontoItem: 989456",NA,30,2023-10-30,0,"DX","LEASING FINANCIERO","LAS CONDES","BALMORAL 309, OFICINA 802","SANTIAGO","UF","5.96",51,0,0.1168,"0",0,0,0,"0"
"X",24,657,2023-10-03,2023-11-02,164704,31294,195998,195998,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","18/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 4,55. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 164704 MontoItem: 164704",NA,30,2023-10-18,0,"X","VENTA AL POR MAYOR DE PRODUCTOS QUIMICOS","SAN JOAQUIN","AVENIDA PRESIDENTE SALVADOR ALLENDE 85","SANTIAGO","UF","4.55",40,30,0.056,"7.6999999999999999E-2",0,0,0,"0"
"W",23,655,2023-10-03,2023-11-02,39819,7566,47385,47385,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","16/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 1,1. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 39819 MontoItem: 39819",NA,30,2023-10-16,0,"W","DESRATIZACION, DESINFECCION Y EXTERM","LAS CONDES","LOS MILITARES 5620 OFICINA 905","SANTIAGO","UF","1.1000000000000001",0,10,0,"0.11",0,0,0,"0"
"V",22,654,2023-10-03,2023-11-02,540085,102616,642701,642701,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","16/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 14,92. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 540085 MontoItem: 540085",NA,30,2023-10-16,0,"V","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","SANTIAGO","MIGUEL CRUCHAGA 920 P6 P5","SANTIAGO","UF","16.809999999999999",259,0,0.0649,"0",0,0,0,"0"
"U",21,653,2023-10-03,2023-11-02,414041,78668,492709,492709,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","11/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 11,438. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 414041 MontoItem: 414041",NA,30,2023-10-11,0,"U","EMPRESAS DE ASESORIA Y CONSULTORIA EN IN","LAS CONDES","AVENIDA APOQUINDO 7935 317 B","SANTIAGO","UF","9.41",0,120,0,"7.8E-2",0,0,0,"0"
"T",20,652,2023-10-03,2023-11-02,102696,19512,122208,122208,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","10/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 2,837. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 102696 MontoItem: 102696",NA,30,2023-10-10,0,"T","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","LOS ANDES","MAIPU 330 42","LOS ANDES","UF","2.62",5,25,0.0723,"9.0300000000000005E-2",0,0,0,"0"
"S",19,651,2023-10-03,2023-11-17,765241,145396,910637,910637,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"17/11/2023","06/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 21,14. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 765241 MontoItem: 765241",NA,45,2023-11-06,0,"S","ACTIVIDADES DE SERVICIOS VINCULADAS AL T","PUDAHUEL","AV.BOULEVARD AEROPUERTO S 9632 GALPON 2","SANTIAGO","UF","29.09",30,300,0.0606,"9.0899999999999995E-2",0,0,0,"0"
"R",18,650,2023-10-03,2023-11-02,70950,13481,84431,84431,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","26/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 1,96. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 70950 MontoItem: 70950",NA,30,2023-10-26,0,"R","COMPRA, VENTA Y ALQUILER (EXCEPT","SAN ANTONIO","MOLO SUR S/N CASILLA 148","SAN ANTONIO","UF","1.96",10,5,0.1205,"0.15049999999999999",0,0,0,"0"
"Q",17,649,2023-10-03,2023-11-02,381303,72448,453751,453751,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","25/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 10,5336. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 381303 MontoItem: 381303",NA,30,2023-10-25,0,"Q","PROCESAMIENTO DE DATOS, HOSPEDAJE Y","LAS CONDES","EL BOSQUE NORTE 0211 101","SANTIAGO","UF","10",1000,0,0.01,"0",0,0,0,"0"
"P",16,648,2023-10-03,2023-11-02,512936,97458,610394,610394,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","06/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 14,17. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 512936 MontoItem: 512936",NA,30,2023-10-06,0,"P","OTROS TIPOS DE INTERMEDIACION MONETARIA","LAS CONDES","ISIDORA GOYENECHEA 3477 OFIC 110","SANTIAGO","UF","14.17",100,200,0.0405,"5.0599999999999999E-2",0,0,0,"0"
"O",15,646,2023-10-03,2023-11-02,752318,142940,895258,895258,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","30/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 20,783. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 752318 MontoItem: 752318",NA,30,2023-10-30,0,"O","ACTIVIDADES DE CONSULTORIA DE GESTION","LAS CONDES","ROSARIO NORTE 615 OF 2102 P21","SANTIAGO","UF","31.58",450,151,0.0457,"6.8500000000000005E-2",101,0,0.0067,"0"
"M",13,645,2023-10-03,2023-11-02,27873,5296,33169,33169,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","18/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 0,77. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 27873 MontoItem: 27873",NA,30,2023-10-18,0,"M","ALQUILER DE BIENES INMUEBLES AMOBLADOS O","LINARES","JANUARIO ESPINOZA 1315","LINARES","UF","0.77",10,0,0.077,"0",0,0,0,"0"
"L",12,643,2023-10-03,2023-11-02,292558,55586,348144,348144,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","10/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 8,082. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 292558 MontoItem: 292558",NA,30,2023-11-10,0,"L","VENTA AL POR MENOR DE PRODUCTOS FARMACEU","LAS CONDES","CAMINO EL ALBA 8760 804","SANTIAGO","UF","7.96",5,100,0.0612,"7.6499999999999999E-2",0,0,0,"0"
"K",11,642,2023-10-03,2023-11-02,125248,23797,149045,149045,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","06/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 3,46. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 125248 MontoItem: 125248",NA,30,2023-11-06,0,"K","SEGUROS DE VIDA","LAS CONDES","APOQUINDO 6750 1001","SANTIAGO","UF","3.46",20,30,0.0652,"0.11",0,0,0,"0"
"J",10,641,2023-10-03,2023-11-02,35547,6754,42301,42301,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","05/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 0,982. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 35547 MontoItem: 35547",NA,30,2023-10-05,0,"J","ACTIVIDADES DE CONSULTORIA DE GESTION","LAS CONDES","BURGOS 80 OF 301","SANTIAGO","UF","0.98199999999999998",5,5,0.0873,"0.1091",0,0,0,"0"
"I",9,640,2023-10-03,2023-11-02,855810,162604,1018414,1018414,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","03/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 23,642. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 855810 MontoItem: 855810",NA,30,2023-10-03,0,"I","OTRAS ACTIVIDADES DE APOYO AL TRANSPORTE","PROVIDENCIA","NUEVA DE LYON 72 1501","SANTIAGO","UF","4.92",0,50,0,"9.8299999999999998E-2",0,0,0,"0"
"H",8,639,2023-10-03,2023-11-02,56108,10661,66769,66769,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","31/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 1,55. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 56108 MontoItem: 56108",NA,40,2023-10-31,0,"H","VENTA AL POR MENOR DE APARATOS ELECTRICO","LAS CONDES","Rosario Norte 532 901","SANTIAGO","UF","1.75",15,15,0.0518,"6.4699999999999994E-2",0,0,0,"0"
"G",7,638,2023-10-03,2023-11-02,585695,111282,696977,696977,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","25/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 16,18. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 585695 MontoItem: 585695",NA,30,2023-10-25,0,"G","VENTA AL POR MAYOR DE MATERIALES DE CONS","QUILICURA","AVDA. EDUARDO FREI M. 6008","SANTIAGO","UF","19.940000000000001",100,150,0.0595,"8.9200000000000002E-2",51,0,0.0068,"0"
"F",6,637,2023-10-03,2023-11-17,1060623,201518,1262141,1262141,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"17/11/2023","13/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 29,3. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 1060623 MontoItem: 1060623",NA,45,2023-11-13,0,"F","DESARROLLO DE PLATAFORMA TECNOLÓGICAS","LAS CONDES","AV. APOQUINDO 5400 202","SANTIAGO","UF","43.12",1201,0,0.0359,"0",0,0,0,"0"
"D",4,635,2023-10-03,2023-11-02,160722,30537,191259,191259,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","06/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 4,44. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 160722 MontoItem: 160722",NA,30,2023-10-06,0,"D","FONDOS Y SOCIEDADES DE INVERSION Y ENTID","PROVIDENCIA","ELIODORO YANEZ 2972 OF 206 P2","SANTIAGO","UF","4.4400000000000004",40,40,0.04,"7.0999999999999994E-2",0,0,0,"0"
"C",3,634,2023-10-03,2023-11-02,36199,6878,43077,43077,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","28/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 1. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 36199 MontoItem: 36199",NA,30,2023-11-28,0,"C","OTRAS ACTIVIDADES AUXILIARES DE LAS ACTI","HUECHURABA","AV DEL VALLE SUR 524 OF 101 CIUDAD EMPRESARIAL","SANTIAGO","UF","1",30,0,0.0334,"0",0,0,0,"0"
"B",2,633,2023-10-03,2023-11-02,85067,16163,101230,101230,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","10/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 2,35. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 85067 MontoItem: 85067",NA,30,2023-10-10,0,"B","EMPRESAS DE ASESORIA Y CONSULTORIA EN IN","LAS CONDES","AV APOQUINDO 3669 902","SANTIAGO","UF","2.35",30,0,0.0783,"0",0,0,0,"0"
"A",1,632,2023-10-03,2023-11-02,861530,163691,1025221,1025221,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"02/11/2023","10/11/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Septiembre 2023 DscItem: UF 23,8. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 861530 MontoItem: 861530",NA,30,2023-11-10,0,"A","ADMINISTRADORAS DE FONDOS DE INVERSION","LAS CONDES","PRESIDENTE RIESCO 5561 1601 1602","SANTIAGO","UF","29.97",250,250,0.0561,"8.4099999999999994E-2",0,0,0,"0"
"N",14,630,2023-09-11,2023-10-01,187902,35701,223603,223603,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/10/2023","11/09/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Agosto 2023 DscItem: UF 5,2. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma. Financiado por Corfo, Levannta, and 22IGN-232641 QtyItem:",NA,30,2023-09-11,0,"N","EMPRESAS DE ASESORIA Y CONSULTORIA EN IN","SANTIAGO","ROSAL 377 A","SANTIAGO","UF","23.85",150,350,0.0333,"0.05",301,0,0.0045,"0"
"R",18,629,2023-09-04,2023-10-04,23858,4533,28391,28391,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"04/10/2023","29/09/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Agosto 2023 _UF 0,66 DscItem: El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 23858 MontoItem: 23858",NA,30,2023-09-29,0,"R","COMPRA, VENTA Y ALQUILER (EXCEPT","SAN ANTONIO","MOLO SUR S/N CASILLA 148","SAN ANTONIO","UF","1.96",10,5,0.1205,"0.15049999999999999",0,0,0,"0"
"AV",48,622,2023-09-01,2023-10-01,26126,4964,31090,31090,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/10/2023","06/09/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Agosto 2023 DscItem: UF 0,723. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 26126 MontoItem: 26126",NA,30,2023-09-06,0,"AV","ACTIVIDADES DE PROGRAMACION INFORMATICA","LA REINA","AVENIDA OSSA 235, OFICINA 1245","SANTIAGO","UF","0",1e-06,1e-06,0.1205,"0.15049999999999999",0,0,0,"0"
"AU",47,618,2023-09-01,2023-10-01,70825,13457,84282,84282,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/10/2023","28/09/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Agosto 2023 DscItem: UF 1,96. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 70825 MontoItem: 70825",NA,30,2023-09-28,0,"AU","VENTA DE PARTES, PIEZAS Y ACCESORIOS PAR","QUILICURA","AVDA COLORADO 681","SANTIAGO","UF","1.96",10,5,0.1205,"0.15049999999999999",0,0,0,"0"
"AT",46,617,2023-09-01,2023-10-01,307147,58358,365505,365505,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/10/2023","02/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Agosto 2023 DscItem: UF 8,5. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 307147 MontoItem: 307147",NA,30,2023-10-02,0,"AT","OTRAS ACTIVIDADES AUXILIARES DE LAS ACT","LAS CONDES","ENCOMENDEROS 113, OFICINA 1101","SANTIAGO","UF","3.32",100,20,0.025,"0.04",0,0,0,"0"
"AS",45,616,2023-09-01,2023-10-01,724759,137704,862463,862463,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/10/2023","06/10/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Agosto 2023 DscItem: UF 20,057. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 724759 MontoItem: 724759",NA,30,2023-10-06,0,"AS","FABRICACION DE PLASTICOS Y CAUCHO SINTET","LAMPA","EL OTOÑO 398","SANTIAGO","UF","7.33",40,150,0.0276,"4.1500000000000002E-2",0,0,0,"0"
"AR",44,615,2023-09-01,2023-10-01,59623,11328,70951,70951,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/10/2023","28/09/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Agosto 2023 DscItem: UF 1,65. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 59623 MontoItem: 59623",NA,30,2023-09-28,0,"AR","VENTA AL POR MAYOR DE OTROS TIPOS DE MAQ","QUILICURA","CAMINO LO ECHEVERS 891, OFICINA 11 Y 12","SANTIAGO","UF","1.65",10,5,0.1,"0.13",0,0,0,"0"
"DI",113,613,2023-09-01,2023-10-01,1152958,219062,1372020,1372020,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/10/2023","11/09/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Agosto 2023 DscItem: UF 31,907. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 1152958 MontoItem: 1152958",NA,30,2023-09-11,0,"DI","OTRAS ACTIVIDADES AUXILIARES DE LAS ACTI","LAS CONDES","EL BOSQUE CENTRAL 92 PISO 11","SANTIAGO","UF","17.149999999999999",501,20,0.0323,"4.8500000000000001E-2",0,0,0,"0"
"AQ",43,612,2023-09-01,2023-10-01,59623,11328,70951,70951,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/10/2023","11/09/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Agosto 2023 DscItem: UF 1,65. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 59623 MontoItem: 59623",NA,30,2023-09-11,0,"AQ","ALQUILER DE OTROS TIPOS DE MAQUINARI","PUDAHUEL","PUERTO MADERO 9710, oficina B 15-16","SANTIAGO","UF","1.65",10,5,0.1,"0.13",0,0,0,"0"
"AP",42,611,2023-09-01,2023-10-01,67211,12770,79981,79981,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/10/2023","05/09/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Agosto 2023 DscItem: UF 1,86. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 67211 MontoItem: 67211",NA,30,2023-09-05,0,"AP","SERVICIOS DE ASESORAMIENTO Y REPRESEN","LAS CONDES","MAGDALENA N° 140, OFICINA 2301","SANTIAGO","UF","1.86",10,5,0.114,"0.14399999999999999",0,0,0,"0"
"AO",41,610,2023-09-01,2023-10-01,73715,14006,87721,87721,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/10/2023","28/09/2023",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: Servicio Mensual Agosto 2023 DscItem: UF 2,04. El detalle detrás del valor de la factura se puede revisar en la sección PLAN de la plataforma QtyItem: 1 PrcItem: 73715 MontoItem: 73715",NA,30,2023-09-28,0,"AO","CORRETAJE AL POR MAYOR DE PRODUCTOS AGRI","OVALLE","CARRETERA OVALLE-MONTE PATRIA KM 15, HUALLILLINGA, OFICINA 1","OVALLE","UF","1.65",10,5,0.1,"0.13",0,0,0,"0"
